"C:\Program Files\Java\jdk-9.0.1\bin\java" -Dvisualvm.id=170415548485161 -Xms1024m -Xmx4096m "-javaagent:C:\Program Files\JetBrains\IntelliJ IDEA Community Edition 2017.2.4\lib\idea_rt.jar=53735:C:\Program Files\JetBrains\IntelliJ IDEA Community Edition 2017.2.4\bin" -Dfile.encoding=UTF-8 -classpath C:\Users\Kenneth\Dropbox\Code\IdeaProjects\BasicClassifier\project-1\out\production\BasicClassifier;C:\Users\Kenneth\Dropbox\Code\IdeaProjects\BasicClassifier\project-1\lib\libsvm.jar me.mostly.ml.test.sp500.Main ../project-2/data/transposed.csv
Odd val: AES, [180 (10/1/01)] = -0.682890669
False omission rate:                      0.2692307692307692 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  3.507692307692307 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.340080971659919 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      10.314285714285713 (DOR=LR+/LR-)


Picks: [ARNC, BMY, BWA, CCL, CELG, CSX, CTXS, GE, HOG, HON, LLY, LRCX, LVLT, MCO, MPC, MU, NOC, PRU, QRVO, ULTA, WDC, WU, YHOO, ZION]
Average return: 1.3471639248119087
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=100.0, poly kernel (gamma=1.0, coef0=1.0, degree=6)

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      19
False positives (FP):                     5
False negatives (FN):                     7
True negatives (TN):                      19

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.76 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.7307692307692307 (TPR=TP/RealPos)
True negative rate (Specificity):         0.7916666666666666 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.7916666666666666 (PPV=TP/PredictedPos)
Negative predictive value:                0.7307692307692307 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.7612179487179487 (area=(TPR+TNR)/2)
F1 score:                                 0.7599999999999999 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7599999999999999 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.24 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.20833333333333334 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.2692307692307692 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.20833333333333334 (FDR=FP/PredictedPos)
False omission rate:                      0.2692307692307692 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  3.507692307692307 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.340080971659919 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      10.314285714285713 (DOR=LR+/LR-)


Picks: [ARNC, ATVI, BMY, BWA, CCL, CELG, CSX, CTXS, GE, HOG, HON, LLY, LRCX, LVLT, MCO, MPC, MU, NOC, PRU, QRVO, WDC, WU, YHOO, ZION]
Average return: 1.346025709588712
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=5.0, linear kernel

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      18
False positives (FP):                     4
False negatives (FN):                     8
True negatives (TN):                      20

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.76 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.6923076923076923 (TPR=TP/RealPos)
True negative rate (Specificity):         0.8333333333333334 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.8181818181818182 (PPV=TP/PredictedPos)
Negative predictive value:                0.7142857142857143 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.7628205128205128 (area=(TPR+TNR)/2)
F1 score:                                 0.75 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7692307692307694 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.24 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.16666666666666666 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.3076923076923077 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.18181818181818182 (FDR=FP/PredictedPos)
False omission rate:                      0.2857142857142857 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  4.153846153846154 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.36923076923076925 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      11.25 (DOR=LR+/LR-)


Picks: [ARNC, ATVI, CCL, COO, CSX, CTXS, FBHS, FTV, GE, HOG, HON, KMX, LLY, LRCX, MCO, MPC, MU, NOC, PRU, SBUX, WDC, ZION]
Average return: 1.3619858717701667
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=10.0, RBF kernel (gamma=0.1)

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      18
False positives (FP):                     4
False negatives (FN):                     8
True negatives (TN):                      20

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.76 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.6923076923076923 (TPR=TP/RealPos)
True negative rate (Specificity):         0.8333333333333334 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.8181818181818182 (PPV=TP/PredictedPos)
Negative predictive value:                0.7142857142857143 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.7628205128205128 (area=(TPR+TNR)/2)
F1 score:                                 0.75 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7692307692307694 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.24 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.16666666666666666 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.3076923076923077 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.18181818181818182 (FDR=FP/PredictedPos)
False omission rate:                      0.2857142857142857 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  4.153846153846154 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.36923076923076925 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      11.25 (DOR=LR+/LR-)


Picks: [ARNC, ATVI, CCL, COO, CSX, CTXS, FBHS, FTV, GE, HOG, HON, KMX, LLY, LRCX, MCO, MU, NOC, PRU, UPS, WDC, YHOO, ZION]
Average return: 1.3691933295859235
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=5.0, RBF kernel (gamma=0.2)

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      18
False positives (FP):                     4
False negatives (FN):                     8
True negatives (TN):                      20

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.76 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.6923076923076923 (TPR=TP/RealPos)
True negative rate (Specificity):         0.8333333333333334 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.8181818181818182 (PPV=TP/PredictedPos)
Negative predictive value:                0.7142857142857143 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.7628205128205128 (area=(TPR+TNR)/2)
F1 score:                                 0.75 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7692307692307694 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.24 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.16666666666666666 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.3076923076923077 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.18181818181818182 (FDR=FP/PredictedPos)
False omission rate:                      0.2857142857142857 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  4.153846153846154 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.36923076923076925 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      11.25 (DOR=LR+/LR-)


Picks: [ARNC, ATVI, CCL, COO, CSX, CTXS, FBHS, FTV, GE, HOG, HON, KMX, LLY, LRCX, MCO, MU, NOC, PRU, UPS, WDC, YHOO, ZION]
Average return: 1.3691933295859235
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=0.25, poly kernel (gamma=1.0, coef0=1.0, degree=2)

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      17
False positives (FP):                     3
False negatives (FN):                     9
True negatives (TN):                      21

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.76 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.6538461538461539 (TPR=TP/RealPos)
True negative rate (Specificity):         0.875 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.85 (PPV=TP/PredictedPos)
Negative predictive value:                0.7 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.7644230769230769 (area=(TPR+TNR)/2)
F1 score:                                 0.7391304347826086 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7777777777777779 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.24 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.125 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.34615384615384615 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.15 (FDR=FP/PredictedPos)
False omission rate:                      0.3 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  5.230769230769231 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.3956043956043956 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      13.222222222222223 (DOR=LR+/LR-)


Picks: [AIZ, ARNC, ATVI, CCL, CSX, CTXS, FBHS, GE, HOG, HON, KMX, LRCX, MCO, MU, NOC, PRU, ULTA, WDC, YHOO, ZION]
Average return: 1.4036675468348552
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=1.0, linear kernel

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      17
False positives (FP):                     3
False negatives (FN):                     9
True negatives (TN):                      21

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.76 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.6538461538461539 (TPR=TP/RealPos)
True negative rate (Specificity):         0.875 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.85 (PPV=TP/PredictedPos)
Negative predictive value:                0.7 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.7644230769230769 (area=(TPR+TNR)/2)
F1 score:                                 0.7391304347826086 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7777777777777779 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.24 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.125 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.34615384615384615 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.15 (FDR=FP/PredictedPos)
False omission rate:                      0.3 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  5.230769230769231 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.3956043956043956 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      13.222222222222223 (DOR=LR+/LR-)


Picks: [AIZ, ARNC, ATVI, CCL, CSX, CTXS, FBHS, FTV, GE, HOG, HON, KMX, LRCX, MCO, MU, NOC, PRU, WDC, YHOO, ZION]
Average return: 1.3895567247431635
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=2.0, RBF kernel (gamma=0.5)

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      16
False positives (FP):                     2
False negatives (FN):                     10
True negatives (TN):                      22

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.76 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.6153846153846154 (TPR=TP/RealPos)
True negative rate (Specificity):         0.9166666666666666 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.8888888888888888 (PPV=TP/PredictedPos)
Negative predictive value:                0.6875 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.766025641025641 (area=(TPR+TNR)/2)
F1 score:                                 0.7272727272727273 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7857142857142856 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.24 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.08333333333333333 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.38461538461538464 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.1111111111111111 (FDR=FP/PredictedPos)
False omission rate:                      0.3125 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  7.384615384615385 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.41958041958041964 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      17.599999999999998 (DOR=LR+/LR-)


Picks: [ARNC, ATVI, BWA, CCL, CSX, CTXS, GE, HOG, HON, LLY, LRCX, MCO, MU, NOC, PRU, WDC, YHOO, ZION]
Average return: 1.407457101004016
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=100.0, poly kernel (gamma=1.0, coef0=1.0, degree=2)

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      21
False positives (FP):                     6
False negatives (FN):                     5
True negatives (TN):                      18

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.78 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.8076923076923077 (TPR=TP/RealPos)
True negative rate (Specificity):         0.75 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.7777777777777778 (PPV=TP/PredictedPos)
Negative predictive value:                0.782608695652174 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.7788461538461539 (area=(TPR+TNR)/2)
F1 score:                                 0.7924528301886793 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7659574468085107 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.22 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.25 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.19230769230769232 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.2222222222222222 (FDR=FP/PredictedPos)
False omission rate:                      0.21739130434782608 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  3.230769230769231 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.25641025641025644 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      12.599999999999998 (DOR=LR+/LR-)


Picks: [ARNC, ATVI, BMY, CCL, COO, CSX, CTXS, FBHS, FTV, GE, HOG, HON, KMX, LLY, LRCX, LVLT, MCO, MPC, MU, NOC, PRU, QRVO, ULTA, WDC, WU, YHOO, ZION]
Average return: 1.3423898900517557
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=50.0, poly kernel (gamma=1.0, coef0=1.0, degree=2)

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      21
False positives (FP):                     6
False negatives (FN):                     5
True negatives (TN):                      18

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.78 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.8076923076923077 (TPR=TP/RealPos)
True negative rate (Specificity):         0.75 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.7777777777777778 (PPV=TP/PredictedPos)
Negative predictive value:                0.782608695652174 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.7788461538461539 (area=(TPR+TNR)/2)
F1 score:                                 0.7924528301886793 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7659574468085107 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.22 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.25 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.19230769230769232 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.2222222222222222 (FDR=FP/PredictedPos)
False omission rate:                      0.21739130434782608 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
